Continent,Region/Country,Product,Variable,Year,Unit,Quantity
America,Canada,Wine,Imports, 2 020,1000 hl,4499
America,Canada,Wine,Production, 2 020,1000 hl,656
America,Canada,Wine,Consumption, 2 021,1000 hl,4219
America,Canada,Wine,Exports, 2 021,1000 hl,2080
America,Canada,Wine,Imports, 2 021,1000 hl,4189
America,Canada,Wine,Production, 2 021,1000 hl,656
America,Cayman Islands,Wine,Imports, 2 007,1000 hl,17
America,Cayman Islands,Wine,Imports, 2 008,1000 hl,14
America,Cayman Islands,Wine,Imports, 2 009,1000 hl,15
America,Cayman Islands,Wine,Imports, 2 010,1000 hl,9
America,Cayman Islands,Wine,Imports, 2 011,1000 hl,8
America,Cayman Islands,Wine,Imports, 2 012,1000 hl,8
America,Cayman Islands,Wine,Imports, 2 013,1000 hl,8
America,Cayman Islands,Wine,Imports, 2 014,1000 hl,10
America,Cayman Islands,Wine,Imports, 2 015,1000 hl,11
America,Cayman Islands,Wine,Imports, 2 016,1000 hl,11
America,Cayman Islands,Wine,Imports, 2 017,1000 hl,11
America,Cayman Islands,Wine,Imports, 2 018,1000 hl,11
America,Cayman Islands,Wine,Imports, 2 019,1000 hl,11
America,Cayman Islands,Wine,Imports, 2 020,1000 hl,11
America,Cayman Islands,Wine,Imports, 2 021,1000 hl,11
Africa,Central African Republic,Wine,Consumption, 2 007,1000 hl,4
Africa,Central African Republic,Wine,Exports, 2 007,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 007,1000 hl,4
Africa,Central African Republic,Wine,Consumption, 2 008,1000 hl,6
Africa,Central African Republic,Wine,Exports, 2 008,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 008,1000 hl,6
Africa,Central African Republic,Wine,Consumption, 2 009,1000 hl,3
Africa,Central African Republic,Wine,Exports, 2 009,1000 hl,1
Africa,Central African Republic,Wine,Imports, 2 009,1000 hl,3
Africa,Central African Republic,Wine,Consumption, 2 010,1000 hl,6
Africa,Central African Republic,Wine,Exports, 2 010,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 010,1000 hl,6
Africa,Central African Republic,Wine,Consumption, 2 011,1000 hl,5
Africa,Central African Republic,Wine,Exports, 2 011,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 011,1000 hl,5
Africa,Central African Republic,Wine,Consumption, 2 012,1000 hl,5
Africa,Central African Republic,Wine,Exports, 2 012,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 012,1000 hl,5
Africa,Central African Republic,Wine,Consumption, 2 013,1000 hl,4
Africa,Central African Republic,Wine,Exports, 2 013,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 013,1000 hl,2
Africa,Central African Republic,Wine,Consumption, 2 014,1000 hl,1
Africa,Central African Republic,Wine,Exports, 2 014,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 014,1000 hl,1
Africa,Central African Republic,Wine,Consumption, 2 015,1000 hl,6
Africa,Central African Republic,Wine,Exports, 2 015,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 015,1000 hl,10
Africa,Central African Republic,Wine,Consumption, 2 016,1000 hl,6
Africa,Central African Republic,Wine,Exports, 2 016,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 016,1000 hl,2
Africa,Central African Republic,Wine,Consumption, 2 017,1000 hl,6
Africa,Central African Republic,Wine,Exports, 2 017,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 017,1000 hl,9
Africa,Central African Republic,Wine,Consumption, 2 018,1000 hl,7
Africa,Central African Republic,Wine,Exports, 2 018,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 018,1000 hl,4
Africa,Central African Republic,Wine,Consumption, 2 019,1000 hl,4
Africa,Central African Republic,Wine,Exports, 2 019,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 019,1000 hl,5
Africa,Central African Republic,Wine,Consumption, 2 020,1000 hl,4
Africa,Central African Republic,Wine,Exports, 2 020,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 020,1000 hl,5
Africa,Central African Republic,Wine,Consumption, 2 021,1000 hl,4
Africa,Central African Republic,Wine,Exports, 2 021,1000 hl,0
Africa,Central African Republic,Wine,Imports, 2 021,1000 hl,11
Africa,Chad,Wine,Consumption, 2 007,1000 hl,5
Africa,Chad,Wine,Exports, 2 007,1000 hl,0
Africa,Chad,Wine,Imports, 2 007,1000 hl,5
Africa,Chad,Wine,Consumption, 2 008,1000 hl,7
Africa,Chad,Wine,Exports, 2 008,1000 hl,0
Africa,Chad,Wine,Imports, 2 008,1000 hl,7
Africa,Chad,Wine,Consumption, 2 009,1000 hl,12
Africa,Chad,Wine,Exports, 2 009,1000 hl,0
Africa,Chad,Wine,Imports, 2 009,1000 hl,12
Africa,Chad,Wine,Consumption, 2 010,1000 hl,19
Africa,Chad,Wine,Exports, 2 010,1000 hl,0
Africa,Chad,Wine,Imports, 2 010,1000 hl,26
Africa,Chad,Wine,Consumption, 2 011,1000 hl,24
Africa,Chad,Wine,Exports, 2 011,1000 hl,0
Africa,Chad,Wine,Imports, 2 011,1000 hl,22
Africa,Chad,Wine,Consumption, 2 012,1000 hl,21
Africa,Chad,Wine,Exports, 2 012,1000 hl,0
Africa,Chad,Wine,Imports, 2 012,1000 hl,20
Africa,Chad,Wine,Consumption, 2 013,1000 hl,21
Africa,Chad,Wine,Exports, 2 013,1000 hl,0
Africa,Chad,Wine,Imports, 2 013,1000 hl,21
Africa,Chad,Wine,Consumption, 2 014,1000 hl,14
Africa,Chad,Wine,Exports, 2 014,1000 hl,0
Africa,Chad,Wine,Imports, 2 014,1000 hl,6
Africa,Chad,Wine,Consumption, 2 015,1000 hl,5
Africa,Chad,Wine,Exports, 2 015,1000 hl,0
Africa,Chad,Wine,Imports, 2 015,1000 hl,4
Africa,Chad,Wine,Consumption, 2 016,1000 hl,5
Africa,Chad,Wine,Exports, 2 016,1000 hl,0
Africa,Chad,Wine,Imports, 2 016,1000 hl,7
Africa,Chad,Wine,Consumption, 2 017,1000 hl,4
Africa,Chad,Wine,Exports, 2 017,1000 hl,0
Africa,Chad,Wine,Imports, 2 017,1000 hl,2
Africa,Chad,Wine,Consumption, 2 018,1000 hl,2
Africa,Chad,Wine,Exports, 2 018,1000 hl,0
Africa,Chad,Wine,Imports, 2 018,1000 hl,2
Africa,Chad,Wine,Consumption, 2 019,1000 hl,2
Africa,Chad,Wine,Exports, 2 019,1000 hl,0
Africa,Chad,Wine,Imports, 2 019,1000 hl,2
Africa,Chad,Wine,Consumption, 2 020,1000 hl,2
Africa,Chad,Wine,Exports, 2 020,1000 hl,0
Africa,Chad,Wine,Imports, 2 020,1000 hl,4
Africa,Chad,Wine,Consumption, 2 021,1000 hl,2
Africa,Chad,Wine,Exports, 2 021,1000 hl,0
Africa,Chad,Wine,Imports, 2 021,1000 hl,2
America,Chile,Wine,Consumption, 2 007,1000 hl,2980
America,Chile,Wine,Exports, 2 007,1000 hl,6100
America,Chile,Wine,Imports, 2 007,1000 hl,62
America,Chile,Wine,Production, 2 007,1000 hl,8227
America,Chile,Wine,Consumption, 2 008,1000 hl,2339
America,Chile,Wine,Exports, 2 008,1000 hl,5885
America,Chile,Wine,Imports, 2 008,1000 hl,39
America,Chile,Wine,Production, 2 008,1000 hl,8683
America,Chile,Wine,Consumption, 2 009,1000 hl,3118
America,Chile,Wine,Exports, 2 009,1000 hl,6931
America,Chile,Wine,Imports, 2 009,1000 hl,31
America,Chile,Wine,Production, 2 009,1000 hl,10093
America,Chile,Wine,Consumption, 2 010,1000 hl,3100
America,Chile,Wine,Exports, 2 010,1000 hl,7321
America,Chile,Wine,Imports, 2 010,1000 hl,6
America,Chile,Wine,Production, 2 010,1000 hl,8844
America,Chile,Wine,Consumption, 2 011,1000 hl,3007
America,Chile,Wine,Exports, 2 011,1000 hl,6600
America,Chile,Wine,Imports, 2 011,1000 hl,10
America,Chile,Wine,Production, 2 011,1000 hl,10464
America,Chile,Wine,Consumption, 2 012,1000 hl,3157
America,Chile,Wine,Exports, 2 012,1000 hl,7439
America,Chile,Wine,Imports, 2 012,1000 hl,12
America,Chile,Wine,Production, 2 012,1000 hl,12554
America,Chile,Wine,Consumption, 2 013,1000 hl,2947
America,Chile,Wine,Exports, 2 013,1000 hl,8789
America,Chile,Wine,Imports, 2 013,1000 hl,22
America,Chile,Wine,Production, 2 013,1000 hl,12821
America,Chile,Wine,Consumption, 2 014,1000 hl,2950
America,Chile,Wine,Exports, 2 014,1000 hl,7999
America,Chile,Wine,Imports, 2 014,1000 hl,17
America,Chile,Wine,Production, 2 014,1000 hl,9896
America,Chile,Wine,Consumption, 2 015,1000 hl,2578
America,Chile,Wine,Exports, 2 015,1000 hl,8757
America,Chile,Wine,Imports, 2 015,1000 hl,25
America,Chile,Wine,Production, 2 015,1000 hl,12866
America,Chile,Wine,Consumption, 2 016,1000 hl,2433
America,Chile,Wine,Exports, 2 016,1000 hl,9076
America,Chile,Wine,Imports, 2 016,1000 hl,25
America,Chile,Wine,Production, 2 016,1000 hl,10143
America,Chile,Wine,Consumption, 2 017,1000 hl,2329
America,Chile,Wine,Exports, 2 017,1000 hl,9402
America,Chile,Wine,Imports, 2 017,1000 hl,20
America,Chile,Wine,Production, 2 017,1000 hl,9492
America,Chile,Wine,Consumption, 2 018,1000 hl,2294
America,Chile,Wine,Exports, 2 018,1000 hl,8427
America,Chile,Wine,Imports, 2 018,1000 hl,30
America,Chile,Wine,Production, 2 018,1000 hl,12898
America,Chile,Wine,Consumption, 2 019,1000 hl,2745
America,Chile,Wine,Exports, 2 019,1000 hl,8686
America,Chile,Wine,Imports, 2 019,1000 hl,25
America,Chile,Wine,Production, 2 019,1000 hl,11939
America,Chile,Wine,Consumption, 2 020,1000 hl,2392
America,Chile,Wine,Exports, 2 020,1000 hl,8498
America,Chile,Wine,Imports, 2 020,1000 hl,37
America,Chile,Wine,Production, 2 020,1000 hl,10337
America,Chile,Wine,Consumption, 2 021,1000 hl,2521
America,Chile,Wine,Exports, 2 021,1000 hl,8656
America,Chile,Wine,Imports, 2 021,1000 hl,84
America,Chile,Wine,Production, 2 021,1000 hl,13437
Asia,China,Wine,Consumption, 2 007,1000 hl,13884
Asia,China,Wine,Exports, 2 007,1000 hl,98
Asia,China,Wine,Imports, 2 007,1000 hl,1482
Asia,China,Wine,Production, 2 007,1000 hl,12500
Asia,China,Wine,Consumption, 2 008,1000 hl,14046
Asia,China,Wine,Exports, 2 008,1000 hl,54
Asia,China,Wine,Imports, 2 008,1000 hl,1649
Asia,China,Wine,Production, 2 008,1000 hl,12600
Asia,China,Wine,Consumption, 2 009,1000 hl,14514
Asia,China,Wine,Exports, 2 009,1000 hl,15
Asia,China,Wine,Imports, 2 009,1000 hl,1729
Asia,China,Wine,Production, 2 009,1000 hl,12800
Asia,China,Wine,Consumption, 2 010,1000 hl,15180
Asia,China,Wine,Exports, 2 010,1000 hl,15
Asia,China,Wine,Imports, 2 010,1000 hl,2861
Asia,China,Wine,Production, 2 010,1000 hl,13000
Asia,China,Wine,Consumption, 2 011,1000 hl,16454
Asia,China,Wine,Exports, 2 011,1000 hl,19
Asia,China,Wine,Imports, 2 011,1000 hl,3655
Asia,China,Wine,Production, 2 011,1000 hl,13426
Asia,China,Wine,Consumption, 2 012,1000 hl,18525
Asia,China,Wine,Exports, 2 012,1000 hl,20
Asia,China,Wine,Imports, 2 012,1000 hl,3943
Asia,China,Wine,Production, 2 012,1000 hl,16065
Asia,China,Wine,Consumption, 2 013,1000 hl,18714
Asia,China,Wine,Exports, 2 013,1000 hl,19
Asia,China,Wine,Imports, 2 013,1000 hl,3766
Asia,China,Wine,Production, 2 013,1000 hl,13693
Asia,China,Wine,Consumption, 2 014,1000 hl,17369
Asia,China,Wine,Exports, 2 014,1000 hl,37
Asia,China,Wine,Imports, 2 014,1000 hl,3838
Asia,China,Wine,Production, 2 014,1000 hl,13496
Asia,China,Wine,Consumption, 2 015,1000 hl,18057
Asia,China,Wine,Exports, 2 015,1000 hl,82
Asia,China,Wine,Imports, 2 015,1000 hl,5555
Asia,China,Wine,Production, 2 015,1000 hl,13345
Asia,China,Wine,Consumption, 2 016,1000 hl,19162
Asia,China,Wine,Exports, 2 016,1000 hl,100
Asia,China,Wine,Imports, 2 016,1000 hl,6389
Asia,China,Wine,Production, 2 016,1000 hl,13217
Asia,China,Wine,Consumption, 2 017,1000 hl,19280
Asia,China,Wine,Exports, 2 017,1000 hl,94
Asia,China,Wine,Imports, 2 017,1000 hl,7511
Asia,China,Wine,Production, 2 017,1000 hl,11636
Asia,China,Wine,Consumption, 2 018,1000 hl,17568
Asia,China,Wine,Exports, 2 018,1000 hl,63
Asia,China,Wine,Imports, 2 018,1000 hl,6876
Asia,China,Wine,Production, 2 018,1000 hl,9269
Asia,China,Wine,Consumption, 2 019,1000 hl,14999
Asia,China,Wine,Exports, 2 019,1000 hl,36
Asia,China,Wine,Imports, 2 019,1000 hl,6128
Asia,China,Wine,Production, 2 019,1000 hl,7824
Asia,China,Wine,Consumption, 2 020,1000 hl,12396
Asia,China,Wine,Exports, 2 020,1000 hl,16
Asia,China,Wine,Imports, 2 020,1000 hl,4305
Asia,China,Wine,Production, 2 020,1000 hl,6587
Asia,China,Wine,Consumption, 2 021,1000 hl,10492
Asia,China,Wine,Exports, 2 021,1000 hl,42
Asia,China,Wine,Imports, 2 021,1000 hl,4243
Asia,China,Wine,Production, 2 021,1000 hl,5908
America,Colombia,Wine,Consumption, 2 007,1000 hl,130
America,Colombia,Wine,Exports, 2 007,1000 hl,0
America,Colombia,Wine,Imports, 2 007,1000 hl,130
America,Colombia,Wine,Consumption, 2 008,1000 hl,121
America,Colombia,Wine,Exports, 2 008,1000 hl,0
America,Colombia,Wine,Imports, 2 008,1000 hl,123
America,Colombia,Wine,Consumption, 2 009,1000 hl,144
America,Colombia,Wine,Exports, 2 009,1000 hl,0
America,Colombia,Wine,Imports, 2 009,1000 hl,144
America,Colombia,Wine,Consumption, 2 010,1000 hl,142
America,Colombia,Wine,Exports, 2 010,1000 hl,0
America,Colombia,Wine,Imports, 2 010,1000 hl,142
America,Colombia,Wine,Consumption, 2 011,1000 hl,129
America,Colombia,Wine,Exports, 2 011,1000 hl,1
America,Colombia,Wine,Imports, 2 011,1000 hl,117
America,Colombia,Wine,Consumption, 2 012,1000 hl,130
America,Colombia,Wine,Exports, 2 012,1000 hl,0
America,Colombia,Wine,Imports, 2 012,1000 hl,144
America,Colombia,Wine,Consumption, 2 013,1000 hl,149
America,Colombia,Wine,Exports, 2 013,1000 hl,0
America,Colombia,Wine,Imports, 2 013,1000 hl,154
America,Colombia,Wine,Consumption, 2 014,1000 hl,158
America,Colombia,Wine,Exports, 2 014,1000 hl,0
America,Colombia,Wine,Imports, 2 014,1000 hl,162
America,Colombia,Wine,Consumption, 2 015,1000 hl,163
America,Colombia,Wine,Exports, 2 015,1000 hl,0
America,Colombia,Wine,Imports, 2 015,1000 hl,164
America,Colombia,Wine,Consumption, 2 016,1000 hl,172
America,Colombia,Wine,Exports, 2 016,1000 hl,0
America,Colombia,Wine,Imports, 2 016,1000 hl,181
America,Colombia,Wine,Consumption, 2 017,1000 hl,177
America,Colombia,Wine,Exports, 2 017,1000 hl,0
America,Colombia,Wine,Imports, 2 017,1000 hl,174
America,Colombia,Wine,Consumption, 2 018,1000 hl,181
America,Colombia,Wine,Exports, 2 018,1000 hl,0
America,Colombia,Wine,Imports, 2 018,1000 hl,189
America,Colombia,Wine,Consumption, 2 019,1000 hl,205
America,Colombia,Wine,Exports, 2 019,1000 hl,0
America,Colombia,Wine,Imports, 2 019,1000 hl,222
America,Colombia,Wine,Consumption, 2 020,1000 hl,233
America,Colombia,Wine,Exports, 2 020,1000 hl,1
America,Colombia,Wine,Imports, 2 020,1000 hl,245
America,Colombia,Wine,Consumption, 2 021,1000 hl,233
America,Colombia,Wine,Exports, 2 021,1000 hl,0
America,Colombia,Wine,Imports, 2 021,1000 hl,258
Africa,Comoros,Wine,Consumption, 2 007,1000 hl,1
Africa,Comoros,Wine,Imports, 2 007,1000 hl,1
Africa,Comoros,Wine,Consumption, 2 008,1000 hl,1
Africa,Comoros,Wine,Imports, 2 008,1000 hl,1
Africa,Comoros,Wine,Consumption, 2 009,1000 hl,1
Africa,Comoros,Wine,Imports, 2 009,1000 hl,1
Africa,Comoros,Wine,Consumption, 2 010,1000 hl,1
Africa,Comoros,Wine,Imports, 2 010,1000 hl,1
Africa,Comoros,Wine,Consumption, 2 011,1000 hl,1
Africa,Comoros,Wine,Imports, 2 011,1000 hl,2
Africa,Comoros,Wine,Consumption, 2 012,1000 hl,2
Africa,Comoros,Wine,Imports, 2 012,1000 hl,2
Africa,Comoros,Wine,Consumption, 2 013,1000 hl,2
Africa,Comoros,Wine,Imports, 2 013,1000 hl,3
Africa,Comoros,Wine,Consumption, 2 014,1000 hl,2
Africa,Comoros,Wine,Imports, 2 014,1000 hl,1
Africa,Comoros,Wine,Consumption, 2 015,1000 hl,1
Africa,Comoros,Wine,Imports, 2 015,1000 hl,2
Africa,Comoros,Wine,Consumption, 2 016,1000 hl,3
Africa,Comoros,Wine,Imports, 2 016,1000 hl,3
Africa,Comoros,Wine,Consumption, 2 017,1000 hl,3
Africa,Comoros,Wine,Imports, 2 017,1000 hl,3
Africa,Comoros,Wine,Consumption, 2 018,1000 hl,3
Africa,Comoros,Wine,Imports, 2 018,1000 hl,2
Africa,Comoros,Wine,Consumption, 2 019,1000 hl,3
Africa,Comoros,Wine,Imports, 2 019,1000 hl,3
Africa,Comoros,Wine,Consumption, 2 020,1000 hl,3
Africa,Comoros,Wine,Imports, 2 020,1000 hl,2
Africa,Comoros,Wine,Consumption, 2 021,1000 hl,3
Africa,Comoros,Wine,Imports, 2 021,1000 hl,1
Africa,Congo,Wine,Consumption, 2 007,1000 hl,34
Africa,Congo,Wine,Exports, 2 007,1000 hl,2
Africa,Congo,Wine,Imports, 2 007,1000 hl,40
Africa,Congo,Wine,Consumption, 2 008,1000 hl,52
Africa,Congo,Wine,Exports, 2 008,1000 hl,0
Africa,Congo,Wine,Imports, 2 008,1000 hl,37
Africa,Congo,Wine,Consumption, 2 009,1000 hl,44
Africa,Congo,Wine,Exports, 2 009,1000 hl,3
Africa,Congo,Wine,Imports, 2 009,1000 hl,52
Africa,Congo,Wine,Consumption, 2 010,1000 hl,47
Africa,Congo,Wine,Exports, 2 010,1000 hl,3
Africa,Congo,Wine,Imports, 2 010,1000 hl,49
Africa,Congo,Wine,Consumption, 2 011,1000 hl,33
Africa,Congo,Wine,Exports, 2 011,1000 hl,3
Africa,Congo,Wine,Imports, 2 011,1000 hl,36
Africa,Congo,Wine,Consumption, 2 012,1000 hl,50
Africa,Congo,Wine,Exports, 2 012,1000 hl,4
Africa,Congo,Wine,Imports, 2 012,1000 hl,55
Africa,Congo,Wine,Consumption, 2 013,1000 hl,41
Africa,Congo,Wine,Exports, 2 013,1000 hl,4
Africa,Congo,Wine,Imports, 2 013,1000 hl,44
Africa,Congo,Wine,Consumption, 2 014,1000 hl,27
Africa,Congo,Wine,Exports, 2 014,1000 hl,5
Africa,Congo,Wine,Imports, 2 014,1000 hl,32
Africa,Congo,Wine,Consumption, 2 015,1000 hl,32
Africa,Congo,Wine,Exports, 2 015,1000 hl,4
Africa,Congo,Wine,Imports, 2 015,1000 hl,32
Africa,Congo,Wine,Consumption, 2 016,1000 hl,32
Africa,Congo,Wine,Exports, 2 016,1000 hl,4
Africa,Congo,Wine,Imports, 2 016,1000 hl,32
Africa,Congo,Wine,Consumption, 2 017,1000 hl,22
Africa,Congo,Wine,Exports, 2 017,1000 hl,1
Africa,Congo,Wine,Imports, 2 017,1000 hl,18
Africa,Congo,Wine,Consumption, 2 018,1000 hl,16
Africa,Congo,Wine,Exports, 2 018,1000 hl,2
Africa,Congo,Wine,Imports, 2 018,1000 hl,18
Africa,Congo,Wine,Consumption, 2 019,1000 hl,19
Africa,Congo,Wine,Exports, 2 019,1000 hl,1
Africa,Congo,Wine,Imports, 2 019,1000 hl,17
Africa,Congo,Wine,Consumption, 2 020,1000 hl,22
Africa,Congo,Wine,Exports, 2 020,1000 hl,2
Africa,Congo,Wine,Imports, 2 020,1000 hl,16
Africa,Congo,Wine,Consumption, 2 021,1000 hl,22
Africa,Congo,Wine,Exports, 2 021,1000 hl,2
Africa,Congo,Wine,Imports, 2 021,1000 hl,32
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 007,1000 hl,36
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 007,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 007,1000 hl,36
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 008,1000 hl,31
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 008,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 008,1000 hl,31
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 009,1000 hl,28
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 009,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 009,1000 hl,28
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 010,1000 hl,35
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 010,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 010,1000 hl,35
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 011,1000 hl,30
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 011,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 011,1000 hl,32
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 012,1000 hl,31
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 012,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 012,1000 hl,26
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 013,1000 hl,34
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 013,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 013,1000 hl,37
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 014,1000 hl,30
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 014,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 014,1000 hl,34
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 015,1000 hl,29
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 015,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 015,1000 hl,22
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 016,1000 hl,21
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 016,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 016,1000 hl,24
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 017,1000 hl,26
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 017,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 017,1000 hl,22
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 018,1000 hl,34
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 018,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 018,1000 hl,15
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 019,1000 hl,36
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 019,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 019,1000 hl,16
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 020,1000 hl,33
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 020,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 020,1000 hl,13
Africa,Congo (the Democratic Republic of the),Wine,Consumption, 2 021,1000 hl,33
Africa,Congo (the Democratic Republic of the),Wine,Exports, 2 021,1000 hl,0
Africa,Congo (the Democratic Republic of the),Wine,Imports, 2 021,1000 hl,15
Oceania,Cook Islands,Wine,Consumption, 2 007,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 007,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 008,1000 hl,1
Oceania,Cook Islands,Wine,Imports, 2 008,1000 hl,1
Oceania,Cook Islands,Wine,Consumption, 2 009,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 009,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 010,1000 hl,3
Oceania,Cook Islands,Wine,Imports, 2 010,1000 hl,3
Oceania,Cook Islands,Wine,Consumption, 2 011,1000 hl,1
Oceania,Cook Islands,Wine,Imports, 2 011,1000 hl,1
Oceania,Cook Islands,Wine,Consumption, 2 012,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 012,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 013,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 013,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 014,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 014,1000 hl,3
Oceania,Cook Islands,Wine,Consumption, 2 015,1000 hl,3
Oceania,Cook Islands,Wine,Imports, 2 015,1000 hl,3
Oceania,Cook Islands,Wine,Consumption, 2 016,1000 hl,3
Oceania,Cook Islands,Wine,Imports, 2 016,1000 hl,4
Oceania,Cook Islands,Wine,Consumption, 2 017,1000 hl,3
Oceania,Cook Islands,Wine,Imports, 2 017,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 018,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 018,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 019,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 019,1000 hl,2
Oceania,Cook Islands,Wine,Consumption, 2 020,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 020,1000 hl,1
Oceania,Cook Islands,Wine,Consumption, 2 021,1000 hl,2
Oceania,Cook Islands,Wine,Imports, 2 021,1000 hl,2
America,Costa Rica,Wine,Consumption, 2 007,1000 hl,81
America,Costa Rica,Wine,Exports, 2 007,1000 hl,0
America,Costa Rica,Wine,Imports, 2 007,1000 hl,81
America,Costa Rica,Wine,Consumption, 2 008,1000 hl,78
America,Costa Rica,Wine,Exports, 2 008,1000 hl,0
America,Costa Rica,Wine,Imports, 2 008,1000 hl,78
America,Costa Rica,Wine,Consumption, 2 009,1000 hl,45
America,Costa Rica,Wine,Exports, 2 009,1000 hl,0
America,Costa Rica,Wine,Imports, 2 009,1000 hl,45
America,Costa Rica,Wine,Consumption, 2 010,1000 hl,94
America,Costa Rica,Wine,Exports, 2 010,1000 hl,0
America,Costa Rica,Wine,Imports, 2 010,1000 hl,94
America,Costa Rica,Wine,Consumption, 2 011,1000 hl,85
America,Costa Rica,Wine,Exports, 2 011,1000 hl,0
America,Costa Rica,Wine,Imports, 2 011,1000 hl,85
America,Costa Rica,Wine,Consumption, 2 012,1000 hl,85
America,Costa Rica,Wine,Exports, 2 012,1000 hl,0
America,Costa Rica,Wine,Imports, 2 012,1000 hl,85
America,Costa Rica,Wine,Consumption, 2 013,1000 hl,89
America,Costa Rica,Wine,Exports, 2 013,1000 hl,0
America,Costa Rica,Wine,Imports, 2 013,1000 hl,94
America,Costa Rica,Wine,Consumption, 2 014,1000 hl,99
America,Costa Rica,Wine,Exports, 2 014,1000 hl,0
America,Costa Rica,Wine,Imports, 2 014,1000 hl,104
America,Costa Rica,Wine,Consumption, 2 015,1000 hl,107
America,Costa Rica,Wine,Exports, 2 015,1000 hl,0
America,Costa Rica,Wine,Imports, 2 015,1000 hl,110
America,Costa Rica,Wine,Consumption, 2 016,1000 hl,113
America,Costa Rica,Wine,Exports, 2 016,1000 hl,0
